date,Blekinge,Dalarna,Gotland,Gävleborg,Halland,Jämtland,Jönköping,Kalmar,Kronoberg,Norrbotten,Skåne,Stockholm,Sörmland,Uppsala,Värmland,Västerbotten,Västernorrland,Västmanland,Västragötaland,Örebro,Östergötland,compartment
2021-05-14,0.5779885422091,0.819828618190994,0.697939928429383,0.710230946049158,0.718957129709881,0.615859168670162,0.64610066387535,0.653914491475888,0.760916794525224,0.984899196747596,0.8429644491711,0.761975237467731,0.799628308074833,0.686025070069115,0.674215372407888,0.703594518804902,0.586205883093821,0.700737460393996,0.816263952323702,0.835438868278922,0.799185873163943,lo
2021-05-15,0.619625925764463,0.805727357587971,0.742818475371201,0.784079285907592,0.690551085312714,0.685253009330968,0.673345902091265,0.653711728433723,0.695539106611716,0.976402346963103,0.848863485500239,0.756237915117491,0.806795911498353,0.675540622860997,0.658628790776938,0.723133986255423,0.569195932568606,0.74535575936396,0.795612768947708,0.94684928099895,0.811158885811253,lo
2021-05-16,0.665089752348565,0.796181197310673,0.755453317269105,0.80381328764743,0.718836446224983,0.717451224138589,0.695231280053354,0.678027679163949,0.757693877836676,0.91474187341668,0.851739237827691,0.774520103460614,0.820762065271502,0.699638245236154,0.664393084041843,0.745593101237156,0.642677222044383,0.679484052269559,0.88605957951067,0.872304630343877,0.766891341015225,lo
2021-05-17,0.715736665799745,0.822814589077351,0.763999199426939,0.837258609918554,0.750682501455574,0.765259851345925,0.746232067440833,0.73761530503226,0.788650623606656,0.883548317131679,0.857308366695577,0.788822257507737,0.833920033778484,0.71894995239071,0.687609403880502,0.783441767423195,0.688374796126161,0.703876604494242,0.915607852920057,0.822357791735471,0.811569351535603,lo
2021-05-18,0.629355412006588,0.752220783894135,0.697925284574495,0.792963911606833,0.752534693970324,0.777237132204478,0.693921872878685,0.689496526915588,0.684428596119382,0.911049931462311,0.854748416379722,0.760998576353163,0.740614254440399,0.703852016104518,0.656917277330485,0.754473214900005,0.655007718999892,0.691888395952962,0.950631048315754,0.797498540996685,0.68691144877354,lo
2021-05-19,0.6440814381598,0.708644809370426,0.645201433258386,0.748678838926733,0.736373665618717,0.761782909247489,0.706745591864258,0.646327212330354,0.700920046695034,0.836704112601122,0.816372274731629,0.707043934274653,0.649443728544023,0.663125825173193,0.643616959124424,0.761728115775643,0.634020561487873,0.631669661393972,0.899211524797665,0.744316626367096,0.71179651393529,lo
2021-05-20,0.650595647367193,0.652128887047682,0.567062666765644,0.705458772441198,0.794032164594387,0.762332927501067,0.705458744014846,0.646066859238198,0.561840539678761,0.81503582555291,0.763765556454649,0.692440107803468,0.708840071806223,0.730751317744846,0.660377884867362,0.735281502671092,0.619336051756661,0.623734894834518,0.995766519263316,0.712791075680921,0.68429710256785,lo
2021-05-21,0.740803318781125,0.651291395130893,0.6349354470514,0.794180148695462,0.811720898800754,0.87050676498945,0.856390690003784,0.702004898963639,0.652165240769298,0.8568683208832,0.789425753415939,0.698956481405242,0.680044206119502,0.727285606344167,0.723789281861199,0.856429038378582,0.713185748106686,0.74026745791891,0.943515586244325,0.75069932479658,0.639504356471765,lo
2021-05-22,0.67487275433154,0.658604391672134,0.567873125525825,0.622678941776122,0.82123774437109,0.714631951324523,0.821308804829301,0.641398924112669,0.611360723048156,0.942579233352721,0.721910329970742,0.65851673114039,0.636638393519742,0.686968997606191,0.743213976405933,0.802475999498473,0.686190773527687,0.59306304999206,0.876559393196146,0.735516410923636,0.606835203795295,lo
2021-05-23,0.704191642163728,0.695722212855095,0.619520004098768,0.659786998706576,0.855133321622252,0.730127222550009,0.852698086015189,0.682318148479054,0.602410855308958,0.970485441081344,0.720611399063376,0.67583445150124,0.646591771438877,0.63399714707578,0.741878249289594,0.820892347518157,0.681531770048956,0.631029255332435,0.805313231710524,0.709081088476011,0.651587781102828,lo
2021-05-24,0.736092778503161,0.726697818982311,0.587534176616546,0.69877371102627,0.777810098025711,0.734806067035935,0.866902434752164,0.716789261317095,0.643647806262759,1.00801002090665,0.747799943011687,0.653418145306324,0.689771005289528,0.732049212488035,0.759730637011747,0.821205416087813,0.719381132308261,0.626843916472798,0.741653259554909,0.69825441457158,0.603322531703642,lo
2021-05-25,0.685768982431849,0.617535220373898,0.630352137462183,0.658590196349209,0.773482131668013,0.497942582709636,0.78103614737497,0.690737051984494,0.595010266423328,1.0273186427637,0.64733924007045,0.636695358776088,0.639543940334524,0.748383603259581,0.716961075485194,0.719437413010471,0.577170120990778,0.587678043751403,0.675828602352982,0.627851379494193,0.648837535189954,lo
2021-05-26,0.610725883659275,0.566869596359604,0.541998133598401,0.597202500636775,0.749553740353645,0.503233750138447,0.681136416080142,0.665918261847294,0.481945806248342,0.876335406037417,0.597343211036699,0.5577680644563,0.62065729155313,0.717768717027402,0.632433499571078,0.688582082899511,0.585318576509466,0.627090227802672,0.620017712719884,0.598287775660662,0.550776135961491,lo
2021-05-27,0.48453787381195,0.463396891634903,0.506335461058804,0.504781254202312,0.592060445783537,0.372072478711115,0.537551843017399,0.530773149542546,0.374629210817706,0.745200139806856,0.487704864414291,0.472881237542023,0.477345825961377,0.565074850579284,0.504080587674181,0.535755665712824,0.45739407440886,0.451185462917413,0.478455270071396,0.497430969526871,0.466490963705747,lo
2021-05-28,0.437849991775564,0.390080086055366,0.339713106621349,0.397669445526688,0.514764757844713,0.315752403846841,0.430631161060869,0.494620075668254,0.306675247866612,0.713460775954101,0.392565990910056,0.399492485028102,0.35431967517544,0.532981944016171,0.372347321681203,0.423291974965249,0.391157998169727,0.362652814272655,0.398770287311578,0.402940850198626,0.528927882013681,lo
2021-05-29,0.295293406775056,0.265904673742156,0.203991576012986,0.360131024043603,0.449418519288028,0.210456749400713,0.374946499524199,0.427347979286172,0.187955887511271,0.633890387017174,0.34030431733851,0.347052118878808,0.356542711673898,0.529773198694405,0.304398120709334,0.321577815215306,0.360890068410447,0.306519512998953,0.336062727316481,0.517485494196179,0.48762528416443,lo
2021-05-30,0.592652486150982,0.628967056148415,0.345679832476188,0.519615555574511,0.505562639194707,0.575365660006961,0.438155670963354,0.447277387110799,0.730637543743782,0.62225836762897,0.369847273046938,0.552391471454776,0.737318009352172,0.529053250402065,0.746870672348744,0.589316930717295,0.676093475411726,0.617834834035063,0.395436626766667,0.539990850694339,0.586828686712341,lo
2021-05-31,0.686801010464442,0.73564587212148,0.384031160994433,0.567485367961284,0.802320945216774,0.685586633924042,0.952479854520942,0.708288860680247,0.884790451736318,0.702430276565546,0.650644052877746,0.528318058035176,0.733706174215482,0.764804704073012,0.970787119721608,0.700825461812903,0.811136652371557,0.712435206590683,0.517318940580792,0.643820622452161,0.635162027752497,lo
2021-06-01,0.652119057122309,0.828595868474655,0.347082263422813,0.542664574692199,0.763254857195936,0.957893724561527,0.960966383076389,0.63583511218401,0.847151512831909,0.630779636846406,0.715710228050282,0.740650649665421,0.769979147166696,0.765954194180255,1.2506317185974,0.6690051497412,0.888095634124219,0.708123717349121,0.82306036920452,0.63796306423837,0.509736773963509,lo
2021-06-02,0.652081616272585,0.842899740120779,0.34966885830523,0.560655758554321,0.778082477655228,0.801112168613903,1.11092321491322,0.623157934368148,1.01054482029449,0.701325720944779,0.751841705780295,0.881786662961476,0.746826894522146,0.759354634049902,1.52770501440178,0.705071133117241,0.847653026241486,0.661718611685955,0.932004410609477,0.628851933342677,0.589389936391701,lo
