date,Sweden,compartment
2020-08-16,1,Wcum
2020-08-17,1,Wcum
2020-08-18,2,Wcum
2020-08-19,2,Wcum
2020-08-20,1,Wcum
2020-08-21,0,Wcum
2020-08-22,1,Wcum
2020-08-23,1,Wcum
2020-08-24,3,Wcum
2020-08-25,1,Wcum
2020-08-26,1,Wcum
2020-08-27,1,Wcum
2020-08-28,0,Wcum
2020-08-29,0,Wcum
2020-08-30,1,Wcum
2020-08-31,0,Wcum
2020-09-01,1,Wcum
2020-09-02,3,Wcum
2020-09-03,3,Wcum
2020-09-04,0,Wcum
2020-09-05,1,Wcum
2020-09-06,0,Wcum
2020-09-07,0,Wcum
2020-09-08,0,Wcum
2020-09-09,1,Wcum
2020-09-10,0,Wcum
2020-09-11,2,Wcum
2020-09-12,4,Wcum
2020-09-13,1,Wcum
2020-09-14,1,Wcum
2020-09-15,2,Wcum
2020-09-16,1,Wcum
2020-09-17,0,Wcum
2020-09-18,1,Wcum
2020-09-19,2,Wcum
2020-09-20,0,Wcum
2020-09-21,0,Wcum
2020-09-22,2,Wcum
2020-09-23,3,Wcum
2020-09-24,2,Wcum
2020-09-25,1,Wcum
2020-09-26,0,Wcum
2020-09-27,0,Wcum
2020-09-28,3,Wcum
2020-09-29,0,Wcum
2020-09-30,4,Wcum
2020-10-01,3,Wcum
2020-10-02,0,Wcum
2020-10-03,3,Wcum
2020-10-04,1,Wcum
2020-10-05,5,Wcum
2020-10-06,2,Wcum
2020-10-07,3,Wcum
2020-10-08,3,Wcum
2020-10-09,3,Wcum
2020-10-10,5,Wcum
2020-10-11,1,Wcum
2020-10-12,3,Wcum
2020-10-13,3,Wcum
2020-10-14,4,Wcum
2020-10-15,1,Wcum
2020-10-16,2,Wcum
2020-10-17,1,Wcum
2020-10-18,5,Wcum
2020-10-19,4,Wcum
2020-10-20,2,Wcum
2020-10-21,4,Wcum
2020-10-22,9,Wcum
2020-10-23,7,Wcum
2020-10-24,4,Wcum
2020-10-25,7,Wcum
2020-10-26,5,Wcum
2020-10-27,10,Wcum
2020-10-28,12,Wcum
2020-10-29,6,Wcum
2020-10-30,10,Wcum
2020-10-31,7,Wcum
2020-11-01,9,Wcum
2020-11-02,20,Wcum
2020-11-03,14,Wcum
2020-11-04,14,Wcum
2020-11-05,14,Wcum
2020-11-06,15,Wcum
2020-11-07,16,Wcum
2020-11-08,17,Wcum
2020-11-09,11,Wcum
2020-11-10,9,Wcum
2020-11-11,18,Wcum
2020-11-12,13,Wcum
2020-11-13,30,Wcum
2020-11-14,21,Wcum
2020-11-15,18,Wcum
2020-11-16,22,Wcum
2020-11-17,25,Wcum
2020-11-18,20,Wcum
2020-11-19,22,Wcum
2020-11-20,16,Wcum
2020-11-21,19,Wcum
2020-11-22,29,Wcum
2020-11-23,24,Wcum
2020-11-24,30,Wcum
2020-11-25,24,Wcum
2020-11-26,28,Wcum
2020-11-27,15,Wcum
2020-11-28,22,Wcum
2020-11-29,27,Wcum
2020-11-30,23,Wcum
2020-12-01,19,Wcum
2020-12-02,40,Wcum
2020-12-03,23,Wcum
2020-12-04,17,Wcum
2020-12-05,18,Wcum
2020-12-06,26,Wcum
2020-12-07,27,Wcum
2020-12-08,20,Wcum
2020-12-09,22,Wcum
2020-12-10,32,Wcum
2020-12-11,25,Wcum
2020-12-12,17,Wcum
2020-12-13,22,Wcum
2020-12-14,28,Wcum
2020-12-15,32,Wcum
2020-12-16,24,Wcum
2020-12-17,27,Wcum
2020-12-18,29,Wcum
2020-12-19,22,Wcum
2020-12-20,25,Wcum
2020-12-21,32,Wcum
2020-12-22,36,Wcum
2020-12-23,22,Wcum
2020-12-24,19,Wcum
2020-12-25,31,Wcum
2020-12-26,34,Wcum
2020-12-27,32,Wcum
2020-12-28,40,Wcum
2020-12-29,42,Wcum
2020-12-30,30,Wcum
2020-12-31,35,Wcum
2021-01-01,35,Wcum
2021-01-02,18,Wcum
2021-01-03,34,Wcum
2021-01-04,18,Wcum
2021-01-05,36,Wcum
2021-01-06,27,Wcum
2021-01-07,23,Wcum
2021-01-08,30,Wcum
2021-01-09,24,Wcum
2021-01-10,27,Wcum
2021-01-11,24,Wcum
2021-01-12,33,Wcum
2021-01-13,18,Wcum
2021-01-14,26,Wcum
2021-01-15,15,Wcum
2021-01-16,20,Wcum
2021-01-17,17,Wcum
2021-01-18,27,Wcum
2021-01-19,30,Wcum
2021-01-20,16,Wcum
2021-01-21,16,Wcum
2021-01-22,15,Wcum
2021-01-23,11,Wcum
2021-01-24,10,Wcum
2021-01-25,28,Wcum
2021-01-26,18,Wcum
2021-01-27,13,Wcum
2021-01-28,10,Wcum
2021-01-29,15,Wcum
2021-01-30,16,Wcum
2021-01-31,9,Wcum
2021-02-01,13,Wcum
2021-02-02,12,Wcum
2021-02-03,14,Wcum
2021-02-04,11,Wcum
2021-02-05,22,Wcum
2021-02-06,20,Wcum
2021-02-07,13,Wcum
2021-02-08,15,Wcum
2021-02-09,19,Wcum
2021-02-10,12,Wcum
2021-02-11,13,Wcum
2021-02-12,15,Wcum
2021-02-13,17,Wcum
2021-02-14,14,Wcum
2021-02-15,17,Wcum
2021-02-16,19,Wcum
2021-02-17,12,Wcum
2021-02-18,12,Wcum
2021-02-19,18,Wcum
2021-02-20,19,Wcum
2021-02-21,12,Wcum
2021-02-22,19,Wcum
2021-02-23,24,Wcum
2021-02-24,20,Wcum
2021-02-25,14,Wcum
2021-02-26,16,Wcum
2021-02-27,19,Wcum
2021-02-28,21,Wcum
2021-03-01,17,Wcum
2021-03-02,19,Wcum
2021-03-03,21,Wcum
2021-03-04,18,Wcum
2021-03-05,28,Wcum
2021-03-06,17,Wcum
2021-03-07,15,Wcum
2021-03-08,14,Wcum
2021-03-09,26,Wcum
2021-03-10,18,Wcum
2021-03-11,21,Wcum
2021-03-12,20,Wcum
2021-03-13,27,Wcum
2021-03-14,24,Wcum
2021-03-15,27,Wcum
2021-03-16,25,Wcum
2021-03-17,21,Wcum
2021-03-18,19,Wcum
2021-03-19,27,Wcum
2021-03-20,28,Wcum
2021-03-21,19,Wcum
2021-03-22,29,Wcum
2021-03-23,17,Wcum
2021-03-24,30,Wcum
2021-03-25,25,Wcum
2021-03-26,29,Wcum
2021-03-27,22,Wcum
2021-03-28,24,Wcum
2021-03-29,27,Wcum
2021-03-30,29,Wcum
2021-03-31,38,Wcum
2021-04-01,30,Wcum
2021-04-02,32,Wcum
2021-04-03,29,Wcum
2021-04-04,34,Wcum
2021-04-05,31,Wcum
2021-04-06,32,Wcum
2021-04-07,39,Wcum
2021-04-08,41,Wcum
2021-04-09,40,Wcum
2021-04-10,37,Wcum
2021-04-11,30,Wcum
2021-04-12,35,Wcum
2021-04-13,41,Wcum
2021-04-14,28,Wcum
2021-04-15,34,Wcum
2021-04-16,41,Wcum
2021-04-17,37,Wcum
2021-04-18,30,Wcum
2021-04-19,29,Wcum
2021-04-20,33,Wcum
2021-04-21,31,Wcum
2021-04-22,29,Wcum
2021-04-23,29,Wcum
2021-04-24,23,Wcum
2021-04-25,37,Wcum
2021-04-26,28,Wcum
2021-04-27,27,Wcum
2021-04-28,23,Wcum
2021-04-29,32,Wcum
2021-04-30,36,Wcum
2021-05-01,28,Wcum
2021-05-02,32,Wcum
2021-05-03,29,Wcum
2021-05-04,24,Wcum
2021-05-05,26,Wcum
2021-05-06,30,Wcum
2021-05-07,26,Wcum
2021-05-08,24,Wcum
2021-05-09,22,Wcum
2021-05-10,27,Wcum
2021-05-11,22,Wcum
2021-05-12,13,Wcum
2021-05-13,14,Wcum
2021-05-14,20,Wcum
2021-05-15,12,Wcum
2021-05-16,10,Wcum
2021-05-17,17,Wcum
2021-05-18,10,Wcum
2021-05-19,16,Wcum
2021-05-20,6,Wcum
2021-05-21,12,Wcum
2021-05-22,9,Wcum
2021-05-23,17,Wcum
2021-05-24,11,Wcum
2021-05-25,11,Wcum
2021-05-26,12,Wcum
2021-05-27,11,Wcum
2021-05-28,5,Wcum
2021-05-29,7,Wcum
2021-05-30,3,Wcum
2021-05-31,3,Wcum
2021-06-01,5,Wcum
2021-06-02,4,Wcum
2021-06-03,4,Wcum
2021-06-04,4,Wcum
2021-06-05,1,Wcum
2021-06-06,8,Wcum
2021-06-07,9,Wcum
2021-06-08,4,Wcum
2021-06-09,7,Wcum
2021-06-10,3,Wcum
2021-06-11,3,Wcum
2021-06-12,1,Wcum
2021-06-13,5,Wcum
2021-06-14,1,Wcum
2021-06-15,3,Wcum
2021-06-16,2,Wcum
2021-06-17,3,Wcum
2021-06-18,0,Wcum
2021-06-19,2,Wcum
2021-06-20,0,Wcum
2021-06-21,5,Wcum
2021-06-22,2,Wcum
2021-06-23,2,Wcum
2021-06-24,3,Wcum
2021-06-25,0,Wcum
2021-06-26,1,Wcum
2021-06-27,2,Wcum
2021-06-28,0,Wcum
2021-06-29,0,Wcum
2021-06-30,1,Wcum
2021-07-01,0,Wcum
2021-07-02,3,Wcum
2021-07-03,0,Wcum
2021-07-04,0,Wcum
2021-07-05,2,Wcum
2021-07-06,1,Wcum
2021-07-07,1,Wcum
2021-07-08,2,Wcum
2021-07-09,1,Wcum
2021-07-10,0,Wcum
2021-07-11,0,Wcum
2021-07-12,0,Wcum
2021-07-13,3,Wcum
2021-07-14,1,Wcum
2021-07-15,1,Wcum
2021-07-16,1,Wcum
2021-07-17,2,Wcum
2021-07-18,2,Wcum
2021-07-19,0,Wcum
2021-07-20,1,Wcum
2021-07-21,1,Wcum
2021-07-22,0,Wcum
2021-07-23,1,Wcum
2021-07-24,1,Wcum
2021-07-25,2,Wcum
2021-07-26,2,Wcum
2021-07-27,1,Wcum
2021-07-28,0,Wcum
2021-07-29,3,Wcum
2021-07-30,3,Wcum
2021-07-31,1,Wcum
2021-08-01,3,Wcum
2021-08-02,4,Wcum
2021-08-03,3,Wcum
2021-08-04,2,Wcum
2021-08-05,4,Wcum
2021-08-06,1,Wcum
2021-08-07,3,Wcum
2021-08-08,2,Wcum
2021-08-09,4,Wcum
2021-08-10,4,Wcum
2021-08-11,3,Wcum
2021-08-12,3,Wcum
2021-08-13,1,Wcum
2021-08-14,3,Wcum
2021-08-15,4,Wcum
2021-08-16,3,Wcum
2021-08-17,4,Wcum
2021-08-18,4,Wcum
2021-08-19,3,Wcum
2021-08-20,3,Wcum
2021-08-21,3,Wcum
2021-08-22,4,Wcum
2021-08-23,5,Wcum
2021-08-24,2,Wcum
2021-08-25,6,Wcum
2021-08-26,8,Wcum
2021-08-27,6,Wcum
2021-08-28,2,Wcum
2021-08-29,7,Wcum
2021-08-30,3,Wcum
2021-08-31,6,Wcum
2021-09-01,8,Wcum
2021-09-02,11,Wcum
2021-09-03,7,Wcum
2021-09-04,3,Wcum
2021-09-05,9,Wcum
2021-09-06,3,Wcum
2021-09-07,6,Wcum
2021-09-08,4,Wcum
2021-09-09,4,Wcum
2021-09-10,4,Wcum
2021-09-11,4,Wcum
2021-09-12,4,Wcum
2021-09-13,4,Wcum
2021-09-14,3,Wcum
2021-09-15,1,Wcum
2021-09-16,3,Wcum
2021-09-17,2,Wcum
2021-09-18,10,Wcum
2021-09-19,1,Wcum
2021-09-20,7,Wcum
2021-09-21,3,Wcum
2021-09-22,3,Wcum
2021-09-23,1,Wcum
2021-09-24,3,Wcum
2021-09-25,3,Wcum
2021-09-26,1,Wcum
2021-09-27,2,Wcum
2021-09-28,7,Wcum
2021-09-29,2,Wcum
2021-09-30,3,Wcum
2021-10-01,0,Wcum
2021-10-02,2,Wcum
2021-10-03,1,Wcum
2021-10-04,2,Wcum
2021-10-05,2,Wcum
2021-10-06,1,Wcum
2021-10-07,2,Wcum
2021-10-08,1,Wcum
2021-10-09,2,Wcum
2021-10-10,5,Wcum
2021-10-11,0,Wcum
2021-10-12,1,Wcum
2021-10-13,0,Wcum
2021-10-14,2,Wcum
2021-10-15,6,Wcum
2021-10-16,3,Wcum
2021-10-17,2,Wcum
2021-10-18,5,Wcum
2021-10-19,1,Wcum
2021-10-20,2,Wcum
2021-10-21,0,Wcum
2021-10-22,2,Wcum
2021-10-23,3,Wcum
2021-10-24,2,Wcum
2021-10-25,2,Wcum
2021-10-26,2,Wcum
2021-10-27,5,Wcum
2021-10-28,2,Wcum
2021-10-29,3,Wcum
2021-10-30,2,Wcum
2021-10-31,1,Wcum
2021-11-01,3,Wcum
2021-11-02,4,Wcum
2021-11-03,1,Wcum
2021-11-04,4,Wcum
2021-11-05,2,Wcum
2021-11-06,2,Wcum
2021-11-07,1,Wcum
2021-11-08,5,Wcum
2021-11-09,4,Wcum
2021-11-10,2,Wcum
2021-11-11,3,Wcum
2021-11-12,5,Wcum
2021-11-13,0,Wcum
2021-11-14,3,Wcum
2021-11-15,0,Wcum
2021-11-16,1,Wcum
2021-11-17,2,Wcum
2021-11-18,4,Wcum
2021-11-19,2,Wcum
2021-11-20,3,Wcum
2021-11-21,1,Wcum
2021-11-22,4,Wcum
2021-11-23,1,Wcum
2021-11-24,5,Wcum
2021-11-25,11,Wcum
2021-11-26,6,Wcum
2021-11-27,3,Wcum
2021-11-28,6,Wcum
2021-11-29,3,Wcum
2021-11-30,7,Wcum
2021-12-01,4,Wcum
2021-12-02,3,Wcum
2021-12-03,6,Wcum
2021-12-04,3,Wcum
2021-12-05,6,Wcum
2021-12-06,6,Wcum
2021-12-07,10,Wcum
2021-12-08,8,Wcum
2021-12-09,3,Wcum
2021-12-10,5,Wcum
2021-12-11,5,Wcum
2021-12-12,10,Wcum
2021-12-13,7,Wcum
2021-12-14,17,Wcum
2021-12-15,8,Wcum
2021-12-16,11,Wcum
2021-12-17,6,Wcum
2021-12-18,7,Wcum
2021-12-19,10,Wcum
2021-12-20,11,Wcum
2021-12-21,12,Wcum
2021-12-22,8,Wcum
2021-12-23,5,Wcum
2021-12-24,8,Wcum
2021-12-25,6,Wcum
2021-12-26,7,Wcum
2021-12-27,10,Wcum
2021-12-28,11,Wcum
2021-12-29,9,Wcum
2021-12-30,16,Wcum
2021-12-31,11,Wcum
2022-01-01,15,Wcum
2022-01-02,9,Wcum
2022-01-03,11,Wcum
2022-01-04,8,Wcum
2022-01-05,17,Wcum
2022-01-06,11,Wcum
2022-01-07,11,Wcum
2022-01-08,9,Wcum
2022-01-09,8,Wcum
2022-01-10,12,Wcum
2022-01-11,16,Wcum
2022-01-12,13,Wcum
2022-01-13,12,Wcum
2022-01-14,15,Wcum
2022-01-15,10,Wcum
2022-01-16,15,Wcum
2022-01-17,11,Wcum
2022-01-18,11,Wcum
2022-01-19,12,Wcum
2022-01-20,13,Wcum
2022-01-21,13,Wcum
2022-01-22,15,Wcum
2022-01-23,10,Wcum
2022-01-24,21,Wcum
2022-01-25,13,Wcum
2022-01-26,16,Wcum
2022-01-27,11,Wcum
2022-01-28,12,Wcum
2022-01-29,13,Wcum
2022-01-30,11,Wcum
2022-01-31,14,Wcum
2022-02-01,13,Wcum
2022-02-02,17,Wcum
2022-02-03,11,Wcum
2022-02-04,13,Wcum
2022-02-05,11,Wcum
2022-02-06,9,Wcum
2022-02-07,18,Wcum
2022-02-08,17,Wcum
2022-02-09,10,Wcum
2022-02-10,8,Wcum
2022-02-11,10,Wcum
2022-02-12,6,Wcum
2022-02-13,4,Wcum
2022-02-14,7,Wcum
2022-02-15,5,Wcum
2022-02-16,7,Wcum
2022-02-17,9,Wcum
2022-02-18,13,Wcum
2022-02-19,5,Wcum
2022-02-20,8,Wcum
2022-02-21,16,Wcum
2022-02-22,8,Wcum
2022-02-23,1,Wcum
2022-02-24,7,Wcum
2022-02-25,2,Wcum
2022-02-26,3,Wcum
2022-02-27,5,Wcum
2022-02-28,4,Wcum
2022-03-01,4,Wcum
2022-03-02,2,Wcum
2022-03-03,9,Wcum
2022-03-04,2,Wcum
2022-03-05,4,Wcum
2022-03-06,4,Wcum
2022-03-07,6,Wcum
2022-03-08,4,Wcum
2022-03-09,9,Wcum
2022-03-10,7,Wcum
2022-03-11,2,Wcum
2022-03-12,6,Wcum
2022-03-13,4,Wcum
2022-03-14,3,Wcum
2022-03-15,1,Wcum
2022-03-16,4,Wcum
2022-03-17,1,Wcum
2022-03-18,0,Wcum
2022-03-19,1,Wcum
2022-03-20,3,Wcum
2022-03-21,5,Wcum
2022-03-22,3,Wcum
2022-03-23,0,Wcum
